NU_INSCRICAO,race_label,composite_raw_equal,composite_decile,split
190001317527,White,554.2,6,val
190001053598,Pardo,482.46000000000004,3,train
190001881948,Pardo,491.86,3,train
190001556004,Black,525.1,5,train
190001753005,Pardo,551.5600000000001,6,val
190001171230,Pardo,608.36,8,val
190001563587,White,557.3799999999999,6,test
190001614716,White,557.42,6,train
190001734615,White,522.36,5,train
190002118072,White,518.3,5,train
190001589448,White,577.22,7,train
190001554740,Pardo,599.5,8,train
190001215006,Pardo,613.88,8,train
190001625479,White,593.18,8,train
190001071331,White,437.32,1,val
190001620891,Pardo,474.76000000000005,3,val
190001161079,Black,536.12,6,val
190001320935,White,653.24,9,train
190001478809,Pardo,526.1800000000001,5,test
190002076108,Pardo,493.85999999999996,4,train
190001614474,Pardo,507.18,4,train
190001407853,Pardo,515.98,5,train
190001778103,White,629.6600000000001,8,train
190001306812,Pardo,665.52,9,train
190001493332,White,315.06000000000006,0,train
190001421574,Black,491.7200000000001,3,train
190001864751,White,585.76,7,train
190001790050,Pardo,567.8,7,val
190002079285,White,344.18,0,train
190002044610,Black,675.46,9,test
190001429000,White,695.62,9,val
190001613563,White,646.0600000000001,9,train
190002082725,White,457.37999999999994,2,train
190001285124,Pardo,617.54,8,train
190002034423,Black,511.53999999999996,4,train
190001025032,White,495.78000000000003,4,val
190001296039,Pardo,508.88,4,train
190001607146,Black,434.67999999999995,1,val
190001464194,Pardo,623.8799999999999,8,train
190001085930,Pardo,469.43999999999994,2,val
190001610941,White,621.62,8,test
190001514784,White,440.62,1,train
190001051620,Pardo,534.08,5,train
190001164187,Pardo,573.36,7,train
190001158719,Pardo,633.76,8,test
190001075448,White,607.32,8,train
190001171238,Pardo,700.48,9,val
190001439794,Asian,394.1,0,train
190001753050,White,705.8399999999999,9,train
190001303494,White,562.8,7,test
190001037957,Pardo,514.22,5,test
190001035678,Pardo,422.8,0,val
190001595849,Pardo,561.72,7,train
190001317464,Pardo,607.28,8,train
190001620227,White,572.38,7,train
190001545168,Pardo,545.62,6,val
190001160746,Black,545.62,6,train
190001535264,Pardo,519.54,5,test
190001422275,Pardo,544.24,6,test
190001092223,White,516.48,5,test
190001943563,White,433.12,1,train
190001414648,Black,573.64,7,test
190001528108,Pardo,669.4,9,train
190001090663,Pardo,296.38,0,test
190001586031,Pardo,555.3,6,train
190001611099,Pardo,719.4399999999999,9,train
190001364349,Pardo,466.9,2,test
190001473195,White,550.1800000000001,6,train
190001604176,White,449.98,1,test
190001790360,Pardo,440.84,1,train
190001266597,Pardo,509.66,4,test
190002072504,White,594.5,8,train
190001185825,Pardo,466.64,2,train
190001500958,White,622.1,8,train
190001269982,Pardo,571.72,7,train
190001769987,Pardo,623.0,8,val
190001684079,White,656.8399999999999,9,train
190001451392,Pardo,517.3,5,train
190001520980,Pardo,363.38,0,train
190001693037,White,473.06000000000006,2,test
190002085860,White,651.62,9,train
190001482475,White,581.38,7,test
190001902345,White,491.76000000000005,3,train
190001559478,Black,474.86,3,train
190001566660,White,424.5,1,val
190001524217,Pardo,666.8199999999999,9,val
190001407361,Pardo,464.06000000000006,2,val
190001113684,Pardo,474.48,3,train
190001514076,White,474.32000000000005,3,test
190001618173,Pardo,421.78000000000003,0,val
190001446995,Pardo,661.22,9,train
190001415164,Black,431.41999999999996,1,val
190001621371,White,476.4,3,train
190001585484,White,440.87999999999994,1,train
190001396853,Pardo,498.23999999999995,4,train
190001443408,Pardo,466.26000000000005,2,test
190001436531,Pardo,475.18,3,train
190002037567,Pardo,594.0600000000001,8,train
190001590104,Pardo,442.82000000000005,1,test
190001161624,Pardo,534.24,5,test
190001292336,White,577.22,7,test
190001160844,Pardo,515.54,5,train
190001617199,White,451.56000000000006,1,test
190001603444,White,468.1,2,val
190001575169,White,515.62,5,train
190001524855,Pardo,542.18,6,val
190001046203,Pardo,501.46000000000004,4,test
190002044502,Pardo,481.16,3,train
190001634085,Black,458.6,2,train
190001758594,Pardo,398.49999999999994,0,train
190001676649,Black,561.3199999999999,7,val
190001703149,Pardo,506.7,4,test
190001468074,White,534.1200000000001,5,test
190001786949,Asian,541.3,6,train
190002447798,White,560.0600000000001,6,train
190001524557,Pardo,521.8199999999999,5,val
190001349969,Pardo,543.18,6,train
190001885095,Pardo,353.74,0,train
190001181023,Pardo,450.52,1,train
190001720820,White,484.24000000000007,3,val
190001478905,Pardo,500.93999999999994,4,test
190001786913,White,720.74,9,val
190001734484,White,572.4399999999999,7,train
190001582972,White,524.6800000000001,5,test
190001205869,White,367.96000000000004,0,val
190001332232,White,634.3799999999999,8,train
190001163449,Pardo,542.28,6,test
190001471693,Pardo,424.4,1,train
190001758573,Black,333.56,0,train
190001750677,Pardo,519.12,5,train
190001665739,White,684.36,9,val
190001299893,White,700.6600000000001,9,test
190001189190,Pardo,394.35999999999996,0,train
190001512173,Black,547.28,6,val
190001562984,White,514.48,5,train
190001669249,Pardo,455.7799999999999,2,val
190001521258,White,613.04,8,val
190001451304,Pardo,516.86,5,val
190001390532,Pardo,397.18,0,train
190001581984,White,510.67999999999995,4,train
190001783532,White,537.9,6,train
190001049472,White,636.12,8,train
190001173781,Black,463.76000000000005,2,train
190002121230,Black,717.4399999999999,9,val
190001133335,White,603.08,8,train
190001191876,White,513.8399999999999,5,train
190001700054,White,541.26,6,train
190002082720,White,460.16,2,test
190001482716,White,571.96,7,test
190002121244,White,522.28,5,val
190001780131,Pardo,408.71999999999997,0,train
190001703151,White,542.9799999999999,6,train
190001609940,White,652.74,9,train
190001442557,Asian,520.8199999999999,5,train
190001596070,White,481.71999999999997,3,val
190001144204,Pardo,511.96000000000004,4,test
190001586136,Pardo,607.42,8,train
190002128735,White,677.8399999999999,9,train
190001281684,Pardo,531.36,5,val
190001734263,White,431.36,1,test
190001300009,Pardo,582.8199999999999,7,train
190001617849,White,393.12,0,train
190001147422,White,598.3199999999999,8,train
190001168395,Black,414.5,0,train
190001620518,White,511.9,4,train
190001054959,Pardo,404.43999999999994,0,train
190001201949,Pardo,415.16,0,train
190001033717,Pardo,444.3,1,val
190001471725,White,502.36,4,train
190001144273,Pardo,664.54,9,test
190001793734,Pardo,659.0,9,train
190001353731,Pardo,650.4799999999999,9,train
190001582924,White,494.91999999999996,4,val
190001030292,Pardo,551.16,6,train
190001600728,Pardo,481.93999999999994,3,train
190002131852,Pardo,599.64,8,train
190001590076,White,593.14,8,test
190001768742,White,520.78,5,train
190001182522,Black,562.6,7,train
190001204880,Pardo,456.84,2,train
190001183543,Pardo,450.91999999999996,1,val
190001045955,White,421.12000000000006,0,train
190001484416,White,733.76,9,train
190001579018,Pardo,568.0,7,train
190001548984,White,685.1,9,test
190001556671,White,420.7,0,train
190001200394,Pardo,474.1,2,train
190001888737,Pardo,533.56,5,val
190001168608,Pardo,525.9,5,val
190001039200,Pardo,464.1,2,train
190001578775,Pardo,564.0,7,test
190001868144,White,526.86,5,train
190001556446,White,486.5,3,train
190001511738,Pardo,491.86,3,train
190001024620,Pardo,468.38,2,val
190001053579,Pardo,405.56000000000006,0,val
190001180962,White,516.26,5,train
190001136269,Pardo,494.84,4,train
190001898990,White,550.5200000000001,6,train
190001740462,Pardo,609.78,8,train
190001424308,Pardo,480.62,3,train
190002058516,Black,700.26,9,test
190001292072,Pardo,467.12000000000006,2,train
190001610360,Black,509.12000000000006,4,train
190001422704,Pardo,378.03999999999996,0,test
190001143795,Black,398.8,0,train
190001617564,Indigenous,486.7,3,val
190001402151,Black,672.98,9,val
190001194629,Pardo,503.5,4,train
190001403923,White,683.04,9,train
190001134701,Pardo,519.34,5,train
190001418049,Pardo,512.6600000000001,4,val
190001740385,Pardo,585.2,7,train
190001403873,Pardo,474.62000000000006,3,train
190001600487,Black,508.26000000000005,4,test
190001611171,Black,354.08000000000004,0,train
190001342819,Pardo,473.08000000000004,2,train
190001878340,White,482.36,3,train
190001144957,Black,474.08000000000004,2,val
190001572206,White,417.41999999999996,0,val
190001136758,Pardo,493.82,4,val
190001357246,White,566.32,7,train
190001061514,Pardo,470.43999999999994,2,train
190001200498,Pardo,615.4200000000001,8,train
190001484277,White,579.0,7,test
190001190735,Pardo,419.2799999999999,0,test
190001429297,Pardo,421.84,0,train
190001439665,Pardo,493.66,3,val
190001881720,White,535.78,6,val
190001427914,Pardo,520.5200000000001,5,val
190001285164,Black,492.53999999999996,3,train
190001442600,Pardo,627.54,8,train
190001482549,White,708.14,9,train
190001478849,Pardo,586.24,7,train
190001489889,White,347.46000000000004,0,train
190001118965,Pardo,653.74,9,test
190001867940,White,636.28,8,train
190001785049,White,499.28000000000003,4,train
190001603275,White,518.0200000000001,5,train
190001761033,Pardo,405.82,0,train
190001905994,White,637.86,8,test
190001428985,Pardo,708.8799999999999,9,train
190001625162,White,526.9799999999999,5,train
190001466210,White,465.87999999999994,2,test
190001734599,White,494.8,4,train
190001121679,White,465.2,2,test
190002082752,White,564.3,7,train
190001575760,White,527.6800000000001,5,train
190001152045,Pardo,528.24,5,train
190001329009,White,650.6200000000001,9,test
190001108428,White,494.1,4,test
190002190472,Black,475.5,3,train
190001177953,Pardo,465.5,2,test
190001538558,Black,522.5,5,train
190002027163,Pardo,434.76000000000005,1,test
190001727562,Pardo,498.9,4,val
190001173789,Pardo,625.98,8,test
190001895446,White,481.86,3,train
190001680402,White,574.04,7,test
190001737996,White,524.9399999999999,5,test
190001278256,Pardo,618.28,8,val
190001769754,Pardo,531.42,5,test
190001292055,White,491.16,3,test
190001579481,Pardo,569.92,7,test
190001292104,Pardo,465.86,2,test
190001331933,Pardo,435.86,1,train
190001599870,White,472.84,2,test
190001566966,Pardo,602.24,8,test
190001136773,Pardo,635.62,8,test
190001684381,White,462.88,2,test
190001885285,Pardo,467.38,2,train
190001386886,Pardo,489.8,3,train
190001545545,Black,579.5600000000001,7,val
190001792009,Black,393.68,0,train
190001766539,Pardo,464.7799999999999,2,val
190001045151,Pardo,688.44,9,train
190001032603,Pardo,568.3,7,val
190001133452,White,659.64,9,val
190001263073,Pardo,417.7,0,val
190001687852,White,556.8399999999999,6,train
190001603403,Pardo,543.6800000000001,6,val
190001277285,Pardo,691.32,9,val
190001447294,White,509.53999999999996,4,train
190001306502,Black,530.62,5,train
190001197582,Pardo,480.66,3,train
190001491396,White,508.2,4,train
190001727712,Pardo,496.73999999999995,4,train
190001068871,Pardo,532.72,5,train
190001378808,Pardo,600.78,8,val
190001491536,Black,546.36,6,test
190001089230,Asian,417.34,0,train
190001152235,Pardo,723.3,9,train
190001118916,White,560.88,7,train
190001098367,Pardo,512.2,4,train
190001576997,White,445.62,1,test
190001155144,Pardo,704.62,9,test
190001088803,Pardo,498.2,4,test
190001607725,Pardo,567.24,7,test
190001444186,Pardo,399.50000000000006,0,train
190001396933,Pardo,402.02000000000004,0,train
190001096087,Pardo,650.82,9,val
190001165891,Pardo,433.1,1,test
190001875027,Pardo,530.5600000000001,5,train
190002030845,Pardo,472.4,2,train
190001030864,White,363.86,0,test
190001188909,Pardo,706.96,9,train
190001521886,Pardo,557.92,6,train
190001716012,White,566.3,7,test
190001090689,White,556.5600000000001,6,train
190001302756,Pardo,627.2,8,val
190001396520,Black,479.23999999999995,3,test
190001450628,Pardo,527.3399999999999,5,test
190001783566,Pardo,530.1200000000001,5,test
190001042306,Pardo,501.2,4,test
190001498674,White,695.12,9,train
190001878452,White,462.36,2,train
190001093594,Pardo,611.14,8,test
190001339226,White,540.86,6,val
190002100527,Black,486.03999999999996,3,train
190001596480,Pardo,585.6800000000001,7,val
190001531288,White,467.32,2,test
190001049354,Pardo,478.16,3,train
190001325091,Pardo,638.3599999999999,8,train
190001303551,Pardo,511.23999999999995,4,val
190001521266,Pardo,516.3399999999999,5,train
190001410937,Black,506.56000000000006,4,train
190001781503,Indigenous,430.88,1,train
190001045049,Black,528.48,5,val
190001736933,Pardo,536.5799999999999,6,val
190001386103,Pardo,485.16,3,train
190001292701,White,536.5799999999999,6,train
190001508451,White,432.76000000000005,1,train
190001443982,Pardo,551.22,6,val
190001548974,Pardo,624.9200000000001,8,train
190001586473,White,591.1,7,test
190001458606,White,591.9,7,train
190001136327,Asian,523.52,5,train
190001706908,Black,505.82000000000005,4,train
190001720774,White,610.22,8,train
190001407932,Pardo,492.43999999999994,3,test
190001610624,White,554.6,6,train
190001552594,Black,454.2799999999999,2,train
190001163506,White,602.68,8,train
190001056292,Indigenous,455.98,2,train
190002461346,Black,617.6,8,train
190001310186,Pardo,437.64,1,test
190001783335,Pardo,540.22,6,train
190001281815,Black,532.0,5,val
190001039081,Pardo,373.08000000000004,0,train
190001170799,Asian,563.0799999999999,7,train
190001508764,Black,533.7,5,train
190001450516,Black,434.2,1,train
190001731195,White,490.82,3,test
190001548901,Pardo,432.43999999999994,1,train
190001067039,Pardo,504.52,4,val
190001572109,Black,500.76000000000005,4,train
190001317860,White,593.4,8,train
190001776629,Pardo,593.26,8,train
190002023969,Asian,751.96,9,train
190001443959,Black,416.88,0,train
190001155244,Pardo,517.88,5,train
190001033563,White,613.2,8,train
190001572355,White,598.2,8,train
190001710235,White,460.18,2,val
190001723057,White,533.2,5,train
190001177065,White,468.32,2,train
190001509941,Pardo,520.02,5,train
190002069055,White,441.28000000000003,1,train
190001712492,White,532.44,5,train
190002125222,Black,560.06,6,train
190002135337,Pardo,535.48,6,train
190001215714,Black,650.8799999999999,9,val
190001259408,White,593.5600000000001,8,train
190001134731,Black,586.3,7,train
190001063302,Pardo,601.6600000000001,8,train
190001177067,Pardo,482.12000000000006,3,val
190001716002,Pardo,520.0600000000001,5,train
190001734529,White,388.84000000000003,0,train
190001585586,White,628.18,8,train
190001044939,Pardo,526.58,5,train
190001425659,Black,448.62,1,train
190001032010,Pardo,640.3,9,val
190001231188,White,647.3399999999999,9,train
190001888396,Black,558.92,6,train
190001212708,Pardo,655.5600000000001,9,train
190001079857,Pardo,431.86,1,train
190001469630,Pardo,605.58,8,train
190001743077,White,709.1,9,test
190001466100,Pardo,410.84,0,test
190001292220,Pardo,412.16,0,train
190001603088,White,514.44,5,val
190001555877,Black,515.3199999999999,5,train
190002093408,Pardo,544.88,6,test
190001210289,Black,523.5400000000001,5,val
190001218117,Pardo,531.14,5,train
190001150048,Pardo,490.21999999999997,3,train
190001078108,Pardo,408.5400000000001,0,val
190001277410,Pardo,625.58,8,train
190001613290,Black,488.76000000000005,3,train
190001307051,White,572.8199999999999,7,train
190001737925,White,505.08000000000004,4,val
190001058363,Black,503.23999999999995,4,train
190001191540,Pardo,569.28,7,train
190003191592,Pardo,510.9799999999999,4,test
190001614111,White,583.8,7,val
190001676319,Black,532.08,5,train
190001310886,Pardo,465.5,2,train
190001095162,Pardo,579.9,7,val
190001277407,Pardo,601.1,8,train
190001473217,Black,572.78,7,train
190001077170,Pardo,416.2,0,test
190001407449,Pardo,458.41999999999996,2,val
190001420708,Pardo,453.26000000000005,2,val
190001136765,Pardo,476.4200000000001,3,train
190001108327,White,442.26000000000005,1,train
190001281383,Black,528.18,5,test
190001599825,White,488.88,3,test
190001436061,Black,463.91999999999996,2,val
190001489742,Black,340.04,0,train
190001791954,White,514.3799999999999,5,train
190001532379,Pardo,670.76,9,val
190001295534,White,728.88,9,train
190001024749,Black,455.71999999999997,2,train
190001626877,Pardo,568.24,7,train
190001150212,White,397.52,0,train
190001521264,White,615.96,8,train
190001621104,White,505.5,4,val
190001506170,Pardo,418.52,0,train
190001138667,Black,649.8799999999999,9,train
190001188897,Pardo,485.46000000000004,3,val
190001302870,Pardo,443.64,1,train
190001761910,Pardo,493.71999999999997,3,train
190001034958,Pardo,342.5,0,train
190001116173,Pardo,458.08000000000004,2,val
190001504535,Pardo,589.24,7,val
190001606549,Black,507.14,4,train
190001292803,Black,501.4799999999999,4,train
190001206125,White,466.7,2,test
190001306882,White,466.56000000000006,2,val
190002027501,Black,552.1800000000001,6,val
190001764321,White,456.34,2,train
190002114101,Black,620.52,8,train
190001514184,White,498.48,4,train
190001429736,Black,435.15999999999997,1,train
190001493193,Pardo,489.4,3,train
190001048286,Pardo,455.26000000000005,2,train
190001575482,White,532.02,5,val
190001040640,Pardo,510.56000000000006,4,val
190001443905,Pardo,494.82,4,train
190001575325,White,596.5,8,train
190001180951,Pardo,454.3,2,test
190001400851,Black,501.6,4,val
190001376595,Black,574.38,7,train
190001730978,White,465.86,2,train
190001149043,Pardo,463.58000000000004,2,test
190001617589,Pardo,470.34,2,val
190001442646,Pardo,547.72,6,train
190001310295,Pardo,497.1,4,train
190001534685,Black,517.9399999999999,5,test
190001131815,Pardo,522.28,5,train
190001139565,Pardo,508.2799999999999,4,val
190001053425,Pardo,482.74000000000007,3,train
190001046276,Pardo,628.38,8,val
190001473457,Pardo,489.23999999999995,3,val
190002128303,White,598.38,8,train
190001288484,Black,522.4,5,val
190001203299,Black,506.12000000000006,4,val
190001056967,Pardo,583.6600000000001,7,test
190001037656,Pardo,580.3399999999999,7,val
190001418449,Pardo,486.9,3,train
190001023771,Pardo,472.0,2,train
190001898940,White,611.32,8,val
190001610558,White,491.78000000000003,3,train
190001400266,Black,530.8399999999999,5,train
190001497220,Asian,413.14,0,train
190001462466,Pardo,384.08,0,train
190001759769,Pardo,499.1,4,train
190001278154,Pardo,528.12,5,val
190001394305,Black,576.3799999999999,7,val
190001170869,Pardo,471.76000000000005,2,train
190001205852,Pardo,517.24,5,train
190001572127,White,658.52,9,val
190001626817,Black,447.0,1,test
190001141636,White,590.2,7,test
190001310616,Pardo,533.42,5,val
190001071300,Pardo,467.58000000000004,2,train
190001624185,White,499.53999999999996,4,test
190001603936,White,478.5799999999999,3,train
190001169107,White,681.62,9,train
190001361130,Pardo,520.0,5,train
190001538111,White,452.58000000000004,1,test
190001497598,Pardo,599.1800000000001,8,train
190001093253,Pardo,454.06000000000006,2,train
190001712520,White,520.72,5,train
190001133300,Black,530.3,5,train
190002037683,Pardo,660.8,9,train
190001498750,Pardo,724.6600000000001,9,train
190001165866,Pardo,440.1,1,train
190001194441,Black,614.92,8,train
190002198179,White,483.68,3,train
190001400730,Black,384.24,0,train
190001617596,Pardo,548.96,6,train
190001105756,Pardo,471.71999999999997,2,train
190001049318,Pardo,513.14,5,train
190001624373,Pardo,600.74,8,test
190001545537,White,632.7,8,train
190001357504,Pardo,483.02,3,train
190001582760,Black,450.85999999999996,1,train
190001186057,White,728.3399999999999,9,train
190001057699,Pardo,651.9,9,train
190001753157,Black,537.4,6,val
190002210133,Pardo,411.86,0,test
190001365512,Pardo,647.78,9,test
190001788499,Pardo,472.6,2,train
190001103433,White,551.26,6,train
190001138843,Black,563.2,7,train
190001766598,Pardo,370.94,0,test
190001237857,Pardo,528.52,5,val
190001054928,Pardo,552.08,6,train
190001624231,White,583.4799999999999,7,train
190001864558,White,519.9599999999999,5,test
